,MARGINALPDBC_1,MARGINALPDBC_2,MARGINALPDBCPT_1,MARGINALPDBCPT_2,Demanda no servida sobre marginal_ES,Total Compras_ES,Total Ventas_ES,Total Contratos Bilaterales_ES,Demanda no servida sobre marginal_PT,Total Compras_PT,Total Ventas_PT,Total Contratos Bilaterales_PT,Demanda no servida sobre marginal_MI,Total Compras_MI,Total Ventas_MI,Total Contratos Bilaterales_MI
2018-09-25 07:00:00,74.21,74.21,74.21,74.21,,"20.001,5","19.564,3",,,"5.056,5","7.793,7",,,"25.058,0","27.358,0",
2018-09-25 08:00:00,74.89,74.9,74.89,74.9,,"20.953,1","19.853,1",,,"5.366,6","8.766,6",,,"26.319,7","28.619,7",
2018-09-25 09:00:00,75.21,75.21,75.21,75.21,,"22.116,5","21.107,1",,,"5.963,2","9.272,6",,,"28.079,7","30.379,7",
2018-09-25 10:00:00,74.21,74.21,74.21,74.21,,"23.223,7","21.550,2",,,"6.310,3","8.234,4",,,"29.534,0","29.784,6",
2018-09-25 11:00:00,71.29,71.29,71.29,71.29,,"25.061,6","22.008,5",,,"6.447,3","7.319,1",,,"31.508,9","29.327,6",
2018-09-25 12:00:00,72.01,72.01,72.01,72.01,,"25.757,1","22.477,8",,,"6.619,4","7.098,7",,,"32.376,5","29.576,5",
2018-09-25 13:00:00,73.01,73.01,73.01,73.01,,"25.907,2","22.625,7",,,"6.577,7","7.059,2",,,"32.484,9","29.684,9",
2018-09-25 14:00:00,73.6,73.6,73.6,73.6,,"25.494,3","22.676,7",,,"6.614,4","6.632,0",,,"32.108,7","29.308,7",
2018-09-25 15:00:00,73.24,73.24,73.24,73.24,,"25.041,5","22.762,7",,,"6.812,0","6.290,8",,,"31.853,5","29.053,5",
2018-09-25 16:00:00,72.51,72.51,72.51,72.51,,"24.806,7","22.734,8",,,"6.799,3","6.071,2",,,"31.606,0","28.806,0",
2018-09-25 17:00:00,72.39,72.39,72.39,72.39,,"24.328,3","22.351,5",,,"6.802,3","5.979,1",,,"31.130,6","28.330,6",
2018-09-25 18:00:00,75.09,75.09,75.09,75.09,,"23.119,2","23.871,8",,,"6.557,3","7.214,4",,,"29.676,5","31.086,2",
2018-09-25 19:00:00,75.94,75.94,75.94,75.94,,"22.307,2","23.465,4",,,"6.427,2","7.569,0",,,"28.734,4","31.034,4",
2018-09-25 20:00:00,79.73,79.73,79.73,79.73,,"23.338,5","23.993,2",,,"6.727,3","7.919,5",,,"30.065,8","31.912,7",
2018-09-25 21:00:00,74.39,74.39,74.39,74.39,,"24.325,2","22.185,5",,,"6.919,5","6.934,1",,,"31.244,7","29.119,6",
2018-09-25 22:00:00,70.0,70.0,70.0,70.0,,"22.832,6","20.541,3",,,"6.520,6","6.011,9",,,"29.353,2","26.553,2",
2018-09-25 23:00:00,69.7,69.7,69.7,69.7,,"20.828,2","20.024,0",,,"6.247,0","5.551,2",,,"27.075,2","25.575,2",
2018-09-26 00:00:00,64.36,64.36,64.36,64.36,,"19.425,8","18.176,5",,,"5.624,7","5.374,0",,,"25.050,5","23.550,5",
2018-09-26 01:00:00,63.5,63.5,63.5,63.5,,"18.322,7","17.940,9",,,"5.704,0","4.585,8",,,"24.026,7","22.526,7",
2018-09-26 02:00:00,60.0,60.0,60.0,60.0,,"17.734,6","17.280,7",,,"5.497,1","4.451,0",,,"23.231,7","21.731,7",
2018-09-26 03:00:00,60.0,60.0,60.0,60.0,,"17.287,1","16.696,5",,,"5.344,4","4.435,0",,,"22.631,5","21.131,5",
2018-09-26 04:00:00,60.0,60.0,60.0,60.0,,"17.059,7","16.422,4",,,"5.270,8","4.408,1",,,"22.330,5","20.830,5",
2018-09-26 05:00:00,60.46,60.46,60.46,60.46,,"17.286,6","16.596,1",,,"5.206,8","4.397,3",,,"22.493,4","20.993,4",
2018-09-26 06:00:00,70.0,70.0,70.0,70.0,,"18.927,0","17.431,7",,,"4.820,6","4.815,9",,,"23.747,6","22.247,6",
2018-09-26 07:00:00,75.36,75.36,75.36,75.36,,"21.280,4","19.253,1",,,"4.967,5","7.726,0",,,"26.247,9","26.979,1",
2018-09-26 08:00:00,75.25,75.25,75.25,75.25,,"22.605,1","19.787,4",,,"5.402,1","8.492,2",,,"28.007,2","28.279,6",
2018-09-26 09:00:00,74.9,74.9,74.9,74.9,,"23.409,5","20.384,0",,,"6.198,3","8.799,8",,,"29.607,8","29.183,8",
2018-09-26 10:00:00,74.1,74.1,74.1,74.1,,"24.511,7","20.878,0",,,"6.490,5","8.168,1",,,"31.002,2","29.046,1",
2018-09-26 11:00:00,72.5,72.5,72.5,72.5,,"25.315,7","21.573,4",,,"6.553,5","7.810,5",,,"31.869,2","29.383,9",
2018-09-26 12:00:00,73.29,73.29,73.29,73.29,,"26.225,6","22.317,9",,,"6.723,6","7.831,3",,,"32.949,2","30.149,2",
2018-09-26 13:00:00,73.62,73.62,73.62,73.62,,"26.766,6","22.881,5",,,"6.634,1","7.719,2",,,"33.400,7","30.600,7",
2018-09-26 14:00:00,73.6,73.6,73.6,73.6,,"26.209,9","22.791,7",,,"6.752,8","7.371,0",,,"32.962,7","30.162,7",
2018-09-26 15:00:00,73.62,73.62,73.62,73.62,,"25.826,8","22.763,5",,,"6.954,4","7.217,7",,,"32.781,2","29.981,2",
2018-09-26 16:00:00,73.67,73.67,73.67,73.67,,"25.505,3","22.606,5",,,"6.986,3","7.085,1",,,"32.491,6","29.691,6",
2018-09-26 17:00:00,73.67,73.67,73.67,73.67,,"24.867,4","21.916,4",,,"6.819,8","6.970,8",,,"31.687,2","28.887,2",
2018-09-26 18:00:00,74.75,74.75,74.75,74.75,,"23.734,0","22.017,7",,,"6.590,5","7.407,1",,,"30.324,5","29.424,8",
2018-09-26 19:00:00,76.78,76.78,76.78,76.78,,"22.647,4","22.240,2",,,"6.328,1","8.196,5",,,"28.975,5","30.436,7",
2018-09-26 20:00:00,79.99,79.99,79.99,79.99,,"23.918,2","21.982,0",,,"6.640,9","8.226,8",,,"30.559,1","30.208,8",
2018-09-26 21:00:00,75.54,75.54,75.54,75.54,,"24.614,6","20.739,6",,,"6.792,9","7.867,9",,,"31.407,5","28.607,5",
2018-09-26 22:00:00,74.21,74.21,74.21,74.21,,"22.623,2","19.116,2",,,"6.537,7","7.244,7",,,"29.160,9","26.360,9",
2018-09-26 23:00:00,73.62,73.62,73.62,73.62,,"20.397,7","18.069,0",,,"6.296,4","7.125,1",,,"26.694,1","25.194,1",
2018-09-27 00:00:00,69.93,69.93,69.93,69.93,,"19.462,3","17.880,9",,,"5.789,2","5.870,6",,,"25.251,5","23.751,5",
2018-09-27 01:00:00,67.36,67.36,67.36,67.36,,"18.022,7","16.859,8",,,"5.357,7","5.020,6",,,"23.380,4","21.880,4",
2018-09-27 02:00:00,64.36,64.36,64.36,64.36,,"17.299,7","15.980,2",,,"5.115,1","4.934,6",,,"22.414,8","20.914,8",
2018-09-27 03:00:00,63.91,63.91,63.91,63.91,,"16.954,4","15.743,5",,,"5.259,5","4.970,4",,,"22.213,9","20.713,9",
2018-09-27 04:00:00,63.91,63.91,63.91,63.91,,"16.676,6","15.277,5",,,"5.134,6","5.033,7",,,"21.811,2","20.311,2",
2018-09-27 05:00:00,64.36,64.36,64.36,64.36,,"16.853,8","15.137,6",,,"4.813,2","5.029,4",,,"21.667,0","20.167,0",
2018-09-27 06:00:00,72.3,72.3,72.3,72.3,,"18.153,0","16.008,8",,,"4.892,6","5.536,8",,,"23.045,6","21.545,6",
2018-09-27 07:00:00,74.9,74.9,74.9,74.9,,"21.256,9","17.825,1",,,"5.172,9","7.459,0",,,"26.429,8","25.284,1",
2018-09-27 08:00:00,78.0,78.0,78.0,78.0,,"22.381,1","19.261,3",,,"5.440,5","8.603,0",,,"27.821,6","27.864,3",
2018-09-27 09:00:00,75.21,75.21,75.21,75.21,,"23.648,3","19.473,3",,,"6.079,3","8.432,6",,,"29.727,6","27.905,9",
2018-09-27 10:00:00,74.89,74.89,74.89,74.89,,"24.628,6","20.301,3",,,"6.560,3","8.087,6",,,"31.188,9","28.388,9",
2018-09-27 11:00:00,74.5,74.5,74.5,74.5,,"25.485,5","21.669,8",,,"6.688,0","7.703,7",,,"32.173,5","29.373,5",
2018-09-27 12:00:00,75.0,75.0,75.0,75.0,,"26.317,7","22.404,2",,,"6.825,8","7.939,3",,,"33.143,5","30.343,5",
2018-09-27 13:00:00,75.1,75.1,75.1,75.1,,"26.491,2","22.529,7",,,"6.550,8","7.712,3",,,"33.042,0","30.242,0",
2018-09-27 14:00:00,75.0,75.0,75.0,75.0,,"26.135,5","22.404,6",,,"6.634,4","7.565,3",,,"32.769,9","29.969,9",
2018-09-27 15:00:00,75.0,75.0,75.0,75.0,,"25.745,6","22.220,3",,,"6.738,2","7.463,5",,,"32.483,8","29.683,8",
2018-09-27 16:00:00,75.1,75.1,75.1,75.1,,"25.333,4","21.888,1",,,"6.757,3","7.402,6",,,"32.090,7","29.290,7",
2018-09-27 17:00:00,75.01,75.01,75.01,75.01,,"25.064,4","21.482,6",,,"6.598,2","7.380,0",,,"31.662,6","28.862,6",
2018-09-27 18:00:00,75.0,75.0,75.0,75.0,,"24.054,6","20.621,8",,,"6.589,9","7.485,0",,,"30.644,5","28.106,8",
2018-09-27 19:00:00,78.26,78.26,78.26,78.26,,"22.586,5","20.735,8",,,"6.387,7","8.594,0",,,"28.974,2","29.329,8",
2018-09-27 20:00:00,79.73,79.73,79.73,79.73,,"24.094,1","20.299,5",,,"6.720,2","8.823,3",,,"30.814,3","29.122,8",
2018-09-27 21:00:00,78.0,78.0,78.0,78.0,,"24.321,3","19.823,9",,,"6.881,5","8.578,9",,,"31.202,8","28.402,8",
2018-09-27 22:00:00,75.21,75.21,75.21,75.21,,"22.188,4","18.097,2",,,"6.493,6","7.784,8",,,"28.682,0","25.882,0",
2018-09-27 23:00:00,74.9,74.9,74.9,74.9,,"20.598,2","17.918,3",,,"6.406,0","7.585,9",,,"27.004,2","25.504,2",
2018-09-28 00:00:00,76.3,76.3,76.3,76.3,,"19.702,1","18.075,7",,,"5.696,3","5.822,7",,,"25.398,4","23.898,4",
2018-09-28 01:00:00,75.0,75.0,75.0,75.0,,"18.420,3","17.364,7",,,"5.357,4","4.913,0",,,"23.777,7","22.277,7",
2018-09-28 02:00:00,74.25,74.25,74.25,74.25,,"17.536,5","16.602,9",,,"5.127,7","4.561,3",,,"22.664,2","21.164,2",
2018-09-28 03:00:00,74.0,74.0,74.0,74.0,,"17.039,7","15.954,5",,,"4.967,6","4.552,8",,,"22.007,3","20.507,3",
2018-09-28 04:00:00,73.64,73.64,73.64,73.64,,"16.643,5","15.557,4",,,"4.875,3","4.461,4",,,"21.518,8","20.018,8",
2018-09-28 05:00:00,74.07,74.07,74.07,74.07,,"16.729,0","15.596,5",,,"4.840,4","4.472,9",,,"21.569,4","20.069,4",
2018-09-28 06:00:00,75.67,75.67,75.67,75.67,,"18.656,8","17.099,0",,,"4.808,5","4.866,3",,,"23.465,3","21.965,3",
2018-09-28 07:00:00,78.0,78.0,78.0,78.0,,"20.818,6","17.899,1",,,"5.086,0","5.802,4",,,"25.904,6","23.701,5",
2018-09-28 08:00:00,80.0,80.0,80.0,80.0,,"21.929,0","18.622,7",,,"5.522,3","6.621,0",,,"27.451,3","25.243,7",
2018-09-28 09:00:00,79.91,79.91,79.91,79.91,,"23.100,1","19.530,6",,,"6.139,8","6.909,3",,,"29.239,9","26.439,9",
2018-09-28 10:00:00,79.0,79.0,79.0,79.0,,"24.144,1","20.911,9",,,"6.447,5","6.879,7",,,"30.591,6","27.791,6",
2018-09-28 11:00:00,76.47,76.47,76.47,76.47,,"24.859,6","22.042,5",,,"6.548,7","6.565,8",,,"31.408,3","28.608,3",
2018-09-28 12:00:00,77.42,77.42,77.42,77.42,,"25.576,2","22.941,0",,,"6.688,0","6.523,2",,,"32.264,2","29.464,2",
2018-09-28 13:00:00,77.37,77.37,77.37,77.37,,"25.907,1","23.171,5",,,"6.547,0","6.482,6",,,"32.454,1","29.654,1",
2018-09-28 14:00:00,76.45,76.45,76.45,76.45,,"25.963,7","23.369,2",,,"6.604,7","6.399,2",,,"32.568,4","29.768,4",
2018-09-28 15:00:00,76.39,76.39,76.39,76.39,,"25.646,0","23.370,2",,,"6.818,0","6.293,8",,,"32.464,0","29.664,0",
2018-09-28 16:00:00,75.71,75.71,75.71,75.71,,"25.243,6","23.130,2",,,"6.851,7","6.165,1",,,"32.095,3","29.295,3",
2018-09-28 17:00:00,75.0,75.0,75.0,75.0,,"25.044,2","22.471,6",,,"6.788,3","6.160,9",,,"31.832,5","28.632,5",
2018-09-28 18:00:00,74.75,74.75,74.75,74.75,,"24.302,4","21.481,0",,,"6.562,7","6.184,1",,,"30.865,1","27.665,1",
2018-09-28 19:00:00,74.69,74.69,74.69,74.69,,"23.995,9","20.615,7",,,"6.440,6","6.620,8",,,"30.436,5","27.236,5",
2018-09-28 20:00:00,76.3,76.3,76.3,76.3,,"24.649,2","20.980,1",,,"6.574,4","7.043,5",,,"31.223,6","28.023,6",
2018-09-28 21:00:00,75.89,75.89,75.89,75.89,,"24.443,2","21.104,2",,,"6.729,1","6.868,1",,,"31.172,3","27.972,3",
2018-09-28 22:00:00,74.14,74.14,74.14,74.14,,"22.640,4","19.688,0",,,"6.555,6","6.308,0",,,"29.196,0","25.996,0",
2018-09-28 23:00:00,71.75,71.75,71.75,71.75,,"20.887,2","18.648,9",,,"6.095,9","5.834,2",,,"26.983,1","24.483,1",
2018-09-29 00:00:00,71.3,71.3,71.3,71.3,,"19.283,6","17.361,6",,,"5.598,8","5.020,8",,,"24.882,4","22.382,4",
2018-09-29 01:00:00,65.1,65.1,65.1,65.1,,"17.988,7","16.381,7",,,"5.169,0","4.276,0",,,"23.157,7","20.657,7",
2018-09-29 02:00:00,63.91,63.91,63.91,63.91,,"16.994,8","15.633,1",,,"5.227,2","4.088,9",,,"22.222,0","19.722,0",
2018-09-29 03:00:00,63.53,63.53,63.53,63.53,,"16.477,9","15.049,1",,,"5.174,1","4.102,9",,,"21.652,0","19.152,0",
2018-09-29 04:00:00,61.62,61.62,61.62,61.62,,"16.014,7","14.621,9",,,"5.063,1","3.955,9",,,"21.077,8","18.577,8",
2018-09-29 05:00:00,61.03,61.03,61.03,61.03,,"15.653,9","14.095,4",,,"4.982,8","4.041,3",,,"20.636,7","18.136,7",
2018-09-29 06:00:00,63.91,63.91,63.91,63.91,,"15.897,3","13.997,0",,,"4.845,3","4.245,6",,,"20.742,6","18.242,6",
2018-09-29 07:00:00,68.2,68.2,68.2,68.2,,"16.661,0","14.325,3",,,"4.587,1","4.422,8",,,"21.248,1","18.748,1",
2018-09-29 08:00:00,64.8,64.8,64.8,64.8,,"17.215,6","14.065,9",,,"4.630,3","4.480,0",,,"21.845,9","18.545,9",
2018-09-29 09:00:00,72.69,72.69,72.69,72.69,,"18.882,8","15.807,7",,,"4.953,1","4.728,2",,,"23.835,9","20.535,9",
2018-09-29 10:00:00,73.17,73.17,73.17,73.17,,"20.391,7","17.314,2",,,"5.275,4","5.052,9",,,"25.667,1","22.367,1",
2018-09-29 11:00:00,72.69,72.69,72.69,72.69,,"21.380,0","18.808,0",,,"5.552,5","4.824,5",,,"26.932,5","23.632,5",
2018-09-29 12:00:00,73.67,73.67,73.67,73.67,,"21.685,2","19.283,4",,,"5.698,3","4.800,1",,,"27.383,5","24.083,5",
2018-09-29 13:00:00,74.14,74.14,74.14,74.14,,"22.149,2","19.816,5",,,"5.768,0","4.800,7",,,"27.917,2","24.617,2",
2018-09-29 14:00:00,73.69,73.69,73.69,73.69,,"22.024,0","19.717,6",,,"5.700,2","4.706,6",,,"27.724,2","24.424,2",
2018-09-29 15:00:00,72.16,72.16,72.16,72.16,,"21.226,6","19.177,1",,,"5.483,3","4.232,8",,,"26.709,9","23.409,9",
2018-09-29 16:00:00,69.7,69.7,69.7,69.7,,"20.680,9","18.622,3",,,"5.455,0","4.213,6",,,"26.135,9","22.835,9",
2018-09-29 17:00:00,68.62,68.62,68.62,68.62,,"20.375,0","18.226,5",,,"5.380,5","4.229,0",,,"25.755,5","22.455,5",
2018-09-29 18:00:00,70.01,70.01,70.01,70.01,,"20.181,1","18.081,0",,,"5.343,9","4.296,9",,,"25.525,0","22.377,9",
2018-09-29 19:00:00,75.46,75.46,75.46,75.46,,"19.147,2","19.153,6",,,"5.439,0","4.870,2",,,"24.586,2","24.023,8",
2018-09-29 20:00:00,77.49,77.49,77.49,77.49,,"20.480,6","19.179,8",,,"5.816,7","5.553,8",,,"26.297,3","24.733,6",
2018-09-29 21:00:00,76.3,76.3,76.3,76.3,,"21.279,9","18.437,6",,,"6.024,6","5.566,9",,,"27.304,5","24.004,5",
2018-09-29 22:00:00,74.33,74.33,74.33,74.33,,"20.206,2","17.253,0",,,"5.698,3","5.351,5",,,"25.904,5","22.604,5",
2018-09-29 23:00:00,74.21,74.21,74.21,74.21,,"18.816,8","16.702,1",,,"5.518,2","5.132,9",,,"24.335,0","21.835,0",
2018-09-30 00:00:00,73.03,73.03,73.03,73.03,,"17.218,2","14.552,3",,,"5.105,2","4.471,1",,,"22.323,4","19.023,4",
2018-09-30 01:00:00,73.37,73.37,73.37,73.37,,"15.920,1","14.169,9",,,"4.784,0","4.034,2",,,"20.704,1","18.204,1",
2018-09-30 02:00:00,69.65,69.65,69.65,69.65,,"14.945,6","13.340,1",,,"4.552,4","3.657,9",,,"19.498,0","16.998,0",
2018-09-30 03:00:00,67.01,67.01,67.01,67.01,,"14.398,1","12.644,1",,,"4.365,3","3.619,3",,,"18.763,4","16.263,4",
2018-09-30 04:00:00,65.1,65.1,65.1,65.1,,"14.073,1","12.314,6",,,"4.254,3","3.512,8",,,"18.327,4","15.827,4",
2018-09-30 05:00:00,64.4,64.4,64.4,64.4,,"13.929,5","12.147,7",,,"4.194,7","3.476,5",,,"18.124,2","15.624,2",
2018-09-30 06:00:00,66.19,66.19,66.19,66.19,,"14.167,5","12.391,7",,,"4.170,2","3.446,0",,,"18.337,7","15.837,7",
2018-09-30 07:00:00,69.68,69.68,69.68,69.68,,"14.442,7","12.565,6",,,"4.212,4","3.589,5",,,"18.655,1","16.155,1",
2018-09-30 08:00:00,69.5,69.5,69.5,69.5,,"14.468,0","12.529,0",,,"4.156,5","3.595,5",,,"18.624,5","16.124,5",
2018-09-30 09:00:00,73.69,73.69,73.69,73.69,,"15.660,7","13.567,0",,,"4.379,8","3.973,5",,,"20.040,5","17.540,5",
2018-09-30 10:00:00,73.03,73.03,73.03,73.03,,"16.795,5","15.060,1",,,"4.701,2","3.936,6",,,"21.496,7","18.996,7",
2018-09-30 11:00:00,70.67,70.67,70.67,70.67,,"17.817,2","16.445,2",,,"5.047,1","3.919,1",,,"22.864,3","20.364,3",
2018-09-30 12:00:00,72.14,72.14,72.14,72.14,,"18.191,1","17.042,9",,,"5.227,0","3.875,2",,,"23.418,1","20.918,1",
2018-09-30 13:00:00,73.03,73.03,73.03,73.03,,"18.648,0","17.494,2",,,"5.377,1","4.030,9",,,"24.025,1","21.525,1",
2018-09-30 14:00:00,72.31,72.31,72.31,72.31,,"18.952,4","17.774,3",,,"5.275,1","3.953,2",,,"24.227,5","21.727,5",
2018-09-30 15:00:00,67.0,67.0,67.0,67.0,,"18.805,1","17.527,5",,,"5.221,9","3.999,5",,,"24.027,0","21.527,0",
2018-09-30 16:00:00,61.87,61.87,61.87,61.87,,"18.606,4","17.246,9",,,"5.143,4","4.002,9",,,"23.749,8","21.249,8",
2018-09-30 17:00:00,61.03,61.03,61.03,61.03,,"18.543,3","17.043,3",,,"5.086,2","4.086,2",,,"23.629,5","21.129,5",
2018-09-30 18:00:00,64.62,64.62,64.62,64.62,,"18.013,7","17.317,9",,,"5.098,0","4.351,2",,,"23.111,7","21.669,1",
2018-09-30 19:00:00,74.21,74.21,74.21,74.21,,"17.561,4","18.098,2",,,"5.114,6","4.792,5",,,"22.676,0","22.890,7",
2018-09-30 20:00:00,74.39,74.39,74.39,74.39,,"19.123,9","18.049,2",,,"5.572,9","5.306,0",,,"24.696,8","23.355,2",
2018-09-30 21:00:00,74.27,74.27,74.27,74.27,,"20.539,1","18.367,8",,,"5.868,1","5.539,4",,,"26.407,2","23.907,2",
2018-09-30 22:00:00,69.5,69.5,69.5,69.5,,"19.877,4","17.509,6",,,"5.641,0","5.508,8",,,"25.518,4","23.018,4",
2018-09-30 23:00:00,61.19,61.19,61.19,61.19,,"18.941,3","16.951,6",,,"5.360,5","5.233,3",,,"24.301,8","22.184,9",
2018-10-01 00:00:00,59.53,59.53,59.53,59.53,,"16.919,5","16.994,4",,,"5.090,2","4.065,5",,,"22.009,7","21.059,9",
2018-10-01 01:00:00,56.46,56.1,56.46,56.1,,"16.176,6","16.306,7",,,"4.804,4","3.104,4",,,"20.981,0","19.411,1",
2018-10-01 02:00:00,56.34,51.41,56.34,51.41,,"16.202,4","16.277,3",,,"4.599,5","2.899,5",,,"20.801,9","19.176,8",
2018-10-01 03:00:00,55.98,47.38,55.98,47.38,,"16.945,1","16.245,9",,,"4.499,8","2.799,8",,,"21.444,9","19.045,7",
2018-10-01 04:00:00,55.93,47.59,55.93,47.59,,"16.771,8","16.630,5",,,"4.591,0","2.891,0",,,"21.362,8","19.521,5",
2018-10-01 05:00:00,55.49,51.61,55.49,51.61,,"15.829,3","16.832,2",,,"4.879,3","3.179,3",,,"20.708,6","20.011,5",
2018-10-01 06:00:00,69.13,69.13,69.13,69.13,,"16.656,1","18.251,0",,,"4.426,3","4.416,3",,,"21.082,4","22.667,3",
2018-10-01 07:00:00,74.9,74.9,74.9,74.9,,"18.151,0","19.510,0",,,"4.773,6","5.614,6",,,"22.924,6","25.124,6",
2018-10-01 08:00:00,75.67,75.67,75.67,75.67,,"19.608,5","20.553,4",,,"5.191,5","6.446,6",,,"24.800,0","27.000,0",
2018-10-01 09:00:00,76.24,76.24,76.24,76.24,,"20.621,8","21.715,3",,,"5.817,2","6.923,7",,,"26.439,0","28.639,0",
2018-10-01 10:00:00,73.7,73.7,73.7,73.7,,"21.824,5","21.758,2",,,"6.195,2","6.702,3",,,"28.019,7","28.460,5",
2018-10-01 11:00:00,72.45,72.45,72.45,72.45,,"22.683,7","23.230,0",,,"6.340,3","6.451,4",,,"29.024,0","29.681,4",
2018-10-01 12:00:00,69.95,69.95,69.95,69.95,,"23.808,5","23.689,7",,,"6.544,4","6.039,8",,,"30.352,9","29.729,5",
2018-10-01 13:00:00,66.23,66.23,66.23,66.23,,"24.481,7","23.374,1",,,"6.463,8","5.865,1",,,"30.945,5","29.239,2",
2018-10-01 14:00:00,61.17,61.17,61.17,61.17,,"24.665,6","23.500,0",,,"6.513,1","5.436,1",,,"31.178,7","28.936,1",
2018-10-01 15:00:00,59.45,59.45,59.45,59.45,,"24.319,4","23.369,8",,,"6.650,4","5.205,5",,,"30.969,8","28.575,3",
2018-10-01 16:00:00,58.18,58.18,58.18,58.18,,"24.196,0","23.348,7",,,"6.679,8","5.050,4",,,"30.875,8","28.399,1",
2018-10-01 17:00:00,60.42,60.42,60.42,60.42,,"23.787,4","23.460,9",,,"6.680,7","5.164,8",,,"30.468,1","28.625,7",
2018-10-01 18:00:00,69.93,69.93,69.93,69.93,,"22.418,2","23.469,7",,,"6.487,6","5.543,2",,,"28.905,8","29.012,9",
2018-10-01 19:00:00,75.0,75.0,75.0,75.0,,"21.597,3","23.348,0",,,"6.405,0","6.459,8",,,"28.002,3","29.807,8",
2018-10-01 20:00:00,75.67,75.67,75.67,75.67,,"23.193,2","22.996,1",,,"6.721,6","7.261,1",,,"29.914,8","30.257,2",
2018-10-01 21:00:00,70.08,70.08,70.08,70.08,,"23.593,3","21.159,8",,,"6.811,3","7.061,8",,,"30.404,6","28.221,6",
2018-10-01 22:00:00,64.91,64.91,64.91,64.91,,"21.377,5","20.589,3",,,"6.484,1","7.122,1",,,"27.861,6","27.711,4",
2018-10-01 23:00:00,59.49,59.49,59.49,59.49,,"19.705,2","20.136,4",,,"6.072,4","6.167,8",,,"25.777,6","26.304,2",
2018-10-02 00:00:00,59.14,59.14,59.14,59.14,,"18.564,8","18.084,9",,,"5.698,3","6.201,1",,,"24.263,1","24.286,0",
2018-10-02 01:00:00,56.97,56.97,56.97,56.97,,"17.615,7","17.697,8",,,"6.333,9","5.232,6",,,"23.949,6","22.930,4",
2018-10-02 02:00:00,51.41,51.41,51.41,51.41,,"17.563,4","17.614,2",,,"6.298,1","4.923,3",,,"23.861,5","22.537,5",
2018-10-02 03:00:00,48.55,48.55,48.55,48.55,,"17.858,9","17.203,3",,,"6.519,4","5.015,6",,,"24.378,3","22.218,9",
2018-10-02 04:00:00,48.29,48.29,48.29,48.29,,"17.608,4","17.215,4",,,"6.447,4","5.068,0",,,"24.055,8","22.283,4",
2018-10-02 05:00:00,50.64,50.64,50.64,50.64,,"17.393,0","16.829,1",,,"6.063,7","5.143,0",,,"23.456,7","21.972,1",
2018-10-02 06:00:00,58.18,58.18,58.18,58.18,,"18.149,4","16.787,2",,,"5.657,6","6.456,0",,,"23.807,0","23.243,2",
2018-10-02 07:00:00,73.43,73.43,73.43,73.43,,"20.395,7","18.329,2",,,"5.127,1","7.528,4",,,"25.522,8","25.857,6",
2018-10-02 08:00:00,74.26,74.26,74.26,74.26,,"21.113,2","19.289,1",,,"5.513,5","7.977,1",,,"26.626,7","27.266,2",
2018-10-02 09:00:00,75.49,75.49,75.49,75.49,,"21.600,0","20.905,1",,,"6.114,5","8.404,7",,,"27.714,5","29.309,8",
2018-10-02 10:00:00,73.7,73.7,73.7,73.7,,"22.427,1","21.274,0",,,"6.383,6","7.985,1",,,"28.810,7","29.259,1",
2018-10-02 11:00:00,70.47,70.47,70.47,70.47,,"23.565,5","22.400,5",,,"6.531,0","7.501,0",,,"30.096,5","29.901,5",
2018-10-02 12:00:00,71.5,71.5,71.5,71.5,,"24.265,0","22.814,5",,,"6.702,3","6.901,2",,,"30.967,3","29.715,7",
2018-10-02 13:00:00,69.93,69.93,69.93,69.93,,"24.647,9","22.649,8",,,"6.575,1","6.616,5",,,"31.223,0","29.266,3",
2018-10-02 14:00:00,65.99,65.99,65.99,65.99,,"24.229,5","22.157,8",,,"6.561,0","6.303,6",,,"30.790,5","28.461,4",
2018-10-02 15:00:00,65.1,65.1,65.1,65.1,,"23.764,3","21.843,5",,,"6.743,7","6.014,7",,,"30.508,0","27.858,2",
2018-10-02 16:00:00,65.01,65.01,65.01,65.01,,"23.404,7","21.305,3",,,"6.848,0","5.767,0",,,"30.252,7","27.072,3",
2018-10-02 17:00:00,67.13,67.13,67.13,67.13,,"23.055,3","21.195,3",,,"6.730,3","5.578,4",,,"29.785,6","26.773,7",
2018-10-02 18:00:00,73.94,73.94,73.94,73.94,,"21.473,6","21.080,9",,,"6.498,5","5.923,8",,,"27.972,1","27.004,7",
2018-10-02 19:00:00,78.76,78.76,78.76,78.76,,"21.462,0","22.055,2",,,"6.421,9","8.028,7",,,"27.883,9","30.083,9",
2018-10-02 20:00:00,80.0,80.0,80.0,80.0,,"23.000,2","22.065,2",,,"6.710,9","8.395,7",,,"29.711,1","30.460,9",
2018-10-02 21:00:00,75.21,75.21,75.21,75.21,,"22.845,7","20.491,6",,,"6.806,9","7.077,6",,,"29.652,6","27.569,2",
2018-10-02 22:00:00,69.95,69.95,69.95,69.95,,"21.004,9","18.988,0",,,"6.433,6","6.750,7",,,"27.438,5","25.738,7",
2018-10-02 23:00:00,65.1,65.1,65.1,65.1,,"19.203,4","17.967,6",,,"5.995,0","6.453,0",,,"25.198,4","24.420,6",
2018-10-03 00:00:00,61.87,61.87,61.87,61.87,,"17.255,1","15.264,0",,,"5.616,3","5.904,7",,,"22.871,4","21.168,7",
